NPRO;CUMUN;NMUN;ALQTBID12_M_VC_11
Lugo;27011;Castroverde;
Lugo;27012;Cervantes;
Lugo;27013;Cervo;235
Lugo;27014;Corgo, O;
Lugo;27015;Cospeito;
Lugo;27016;Chantada;247
Lugo;27017;Folgoso do Courel;
Lugo;27018;Fonsagrada, A;250
Lugo;27019;Foz;274
Lugo;27020;Friol;
Lugo;27021;Xermade;
Lugo;27022;Guitiriz;250
Lugo;27023;Guntín;
Lugo;27024;Incio, O;
Lugo;27025;Xove;252
Lugo;27026;Láncara;235
Lugo;27027;Lourenzá;260
Lugo;27028;Lugo;330
Lugo;27029;Meira;250
Lugo;27030;Mondoñedo;270
Lugo;27031;Monforte de Lemos;250
Lugo;27032;Monterroso;244
Lugo;27033;Muras;
Lugo;27034;Navia de Suarna;
Lugo;27035;Negueira de Muñiz;
Lugo;27037;Nogais, As;
Lugo;27038;Ourol;
Lugo;27039;Outeiro de Rei;
Lugo;27040;Palas de Rei;
Lugo;27041;Pantón;
Lugo;27042;Paradela;
Lugo;27043;Páramo, O;
Lugo;27044;Pastoriza, A;
Lugo;27045;Pedrafita do Cebreiro;
Lugo;27046;Pol;
Lugo;27047;Pobra do Brollón, A;
Lugo;27048;Pontenova, A;200
Lugo;27049;Portomarín;
Lugo;27050;Quiroga;210
Lugo;27051;Ribadeo;300
Lugo;27052;Ribas de Sil;
Lugo;27053;Ribeira de Piquín;
Lugo;27054;Riotorto;
Lugo;27055;Samos;
Lugo;27056;Rábade;248
Lugo;27057;Sarria;254
Lugo;27058;Saviñao, O;200
Lugo;27059;Sober;
Lugo;27060;Taboada;
Lugo;27061;Trabada;
Lugo;27062;Triacastela;
Lugo;27063;Valadouro, O;200
Lugo;27064;Vicedo, O;
Lugo;27065;Vilalba;250
Lugo;27066;Viveiro;268
Lugo;27901;Baralla;
Lugo;27902;Burela;284
Madrid;28001;Acebeda, La;
Madrid;28002;Ajalvir;546
Madrid;28003;Alameda del Valle;
Madrid;28004;Álamo, El;401
Madrid;28005;Alcalá de Henares;575
Madrid;28006;Alcobendas;665
Madrid;28007;Alcorcón;600
Madrid;28008;Aldea del Fresno;428
Madrid;28009;Algete;550
Madrid;28010;Alpedrete;534
Madrid;28011;Ambite;
Madrid;28012;Anchuelo;458
Madrid;28013;Aranjuez;446
Madrid;28014;Arganda del Rey;550
Madrid;28015;Arroyomolinos;607
Madrid;28016;Atazar, El;
Madrid;28017;Batres;
Madrid;28018;Becerril de la Sierra;420
Madrid;28019;Belmonte de Tajo;400
Madrid;28020;Berzosa del Lozoya;
Madrid;28021;Berrueco, El;
Madrid;28022;Boadilla del Monte;875
Madrid;28023;Boalo, El;500
Madrid;28024;Braojos;
Madrid;28025;Brea de Tajo;
Madrid;28026;Brunete;600
Madrid;28027;Buitrago del Lozoya;403
Madrid;28028;Bustarviejo;389
Madrid;28029;Cabanillas de la Sierra;
Madrid;28030;Cabrera, La;465
Madrid;28031;Cadalso de los Vidrios;185
Madrid;28032;Camarma de Esteruelas;500
Madrid;28033;Campo Real;447
Madrid;28034;Canencia;
Madrid;28035;Carabaña;350
Madrid;28036;Casarrubuelos;504
Madrid;28037;Cenicientos;
Madrid;28038;Cercedilla;478
Madrid;28039;Cervera de Buitrago;
Madrid;28040;Ciempozuelos;479
Madrid;28041;Cobeña;587
Madrid;28042;Colmenar del Arroyo;400
Madrid;28043;Colmenar de Oreja;333
Madrid;28044;Colmenarejo;526
Madrid;28045;Colmenar Viejo;565
Madrid;28046;Collado Mediano;500
Madrid;28047;Collado Villalba;556
Madrid;28048;Corpa;
Madrid;28049;Coslada;650
Madrid;28050;Cubas de la Sagra;
Madrid;28051;Chapinería;380
Madrid;28052;Chinchón;418
Madrid;28053;Daganzo de Arriba;555
Madrid;28054;Escorial, El;550
Madrid;28055;Estremera;
Madrid;28056;Fresnedillas de la Oliva;360
Madrid;28057;Fresno de Torote;
Madrid;28058;Fuenlabrada;575
Madrid;28059;Fuente el Saz de Jarama;511
Madrid;28060;Fuentidueña de Tajo;
Madrid;28061;Galapagar;537
Madrid;28062;Garganta de los Montes;
Madrid;28063;Gargantilla del Lozoya y Pinilla de Buitrago;
Madrid;28064;Gascones;
Madrid;28065;Getafe;570
Madrid;28066;Griñón;500
Madrid;28067;Guadalix de la Sierra;450
Madrid;28068;Guadarrama;511
Madrid;28069;Hiruela, La;
Madrid;28070;Horcajo de la Sierra-Aoslos;
Madrid;28071;Horcajuelo de la Sierra;
Madrid;28072;Hoyo de Manzanares;600
Madrid;28073;Humanes de Madrid;550
Madrid;28074;Leganés;571
Madrid;28075;Loeches;500
Madrid;28076;Lozoya;310
Madrid;28078;Madarcos;
Madrid;28079;Madrid;700
Madrid;28080;Majadahonda;833
Madrid;28082;Manzanares el Real;500
Madrid;28083;Meco;500
Madrid;28084;Mejorada del Campo;550
Madrid;28085;Miraflores de la Sierra;450
Madrid;28086;Molar, El;450
Madrid;28087;Molinos, Los;500
Madrid;28088;Montejo de la Sierra;
Madrid;28089;Moraleja de Enmedio;520
Madrid;28090;Moralzarzal;500
Madrid;28091;Morata de Tajuña;436
Madrid;28092;Móstoles;600
Madrid;28093;Navacerrada;485
Madrid;28094;Navalafuente;400
Madrid;28095;Navalagamella;400
Madrid;28096;Navalcarnero;500
Madrid;28097;Navarredonda y San Mamés;
Madrid;28099;Navas del Rey;350
Madrid;28100;Nuevo Baztán;
Madrid;28101;Olmeda de las Fuentes;
Madrid;28102;Orusco de Tajuña;
Madrid;28104;Paracuellos de Jarama;650
Madrid;28106;Parla;550
Madrid;28107;Patones;
Madrid;28108;Pedrezuela;431
Madrid;28109;Pelayos de la Presa;310
Madrid;28110;Perales de Tajuña;406
Madrid;28111;Pezuela de las Torres;
Madrid;28112;Pinilla del Valle;
Madrid;28113;Pinto;556
Madrid;28114;Piñuécar-Gandullas;
Madrid;28115;Pozuelo de Alarcón;885
Madrid;28116;Pozuelo del Rey;
Madrid;28117;Prádena del Rincón;
Madrid;28118;Puebla de la Sierra;
Madrid;28119;Quijorna;512
Madrid;28120;Rascafría;318
Madrid;28121;Redueña;
Madrid;28122;Ribatejada;
Madrid;28123;Rivas-Vaciamadrid;700
Madrid;28124;Robledillo de la Jara;
Madrid;28125;Robledo de Chavela;308
Madrid;28126;Robregordo;
Madrid;28127;Rozas de Madrid, Las;720
Madrid;28128;Rozas de Puerto Real;
Madrid;28129;San Agustín del Guadalix;600
Madrid;28130;San Fernando de Henares;630
Madrid;28131;San Lorenzo de El Escorial;517
Madrid;28132;San Martín de la Vega;500
Madrid;28133;San Martín de Valdeiglesias;350
Madrid;28134;San Sebastián de los Reyes;673
Madrid;28135;Santa María de la Alameda;
Madrid;28136;Santorcaz;
Madrid;28137;Santos de la Humosa, Los;
Madrid;28138;Serna del Monte, La;
Madrid;28140;Serranillos del Valle;500
Madrid;28141;Sevilla la Nueva;525
Madrid;28143;Somosierra;
Madrid;28144;Soto del Real;525
Madrid;28145;Talamanca de Jarama;450
Madrid;28146;Tielmes;355
Madrid;28147;Titulcia;
Madrid;28148;Torrejón de Ardoz;600
Madrid;28149;Torrejón de la Calzada;510
Madrid;28150;Torrejón de Velasco;504
Madrid;28151;Torrelaguna;400
Madrid;28152;Torrelodones;709
Madrid;28153;Torremocha de Jarama;
Madrid;28154;Torres de la Alameda;450
Madrid;28155;Valdaracete;
Madrid;28156;Valdeavero;376
Madrid;28157;Valdelaguna;340
Madrid;28158;Valdemanco;
Madrid;28159;Valdemaqueda;
Madrid;28160;Valdemorillo;450
Madrid;28161;Valdemoro;550
Madrid;28162;Valdeolmos-Alalpardo;523
Madrid;28163;Valdepiélagos;
Madrid;28164;Valdetorres de Jarama;500
Madrid;28165;Valdilecha;395
Madrid;28166;Valverde de Alcalá;
Madrid;28167;Velilla de San Antonio;546
Madrid;28168;Vellón, El;420
Madrid;28169;Venturada;
Madrid;28170;Villaconejos;350
Madrid;28171;Villa del Prado;400
Madrid;28172;Villalbilla;500
Madrid;28173;Villamanrique de Tajo;
Madrid;28174;Villamanta;416
Madrid;28175;Villamantilla;465
Madrid;28176;Villanueva de la Cañada;598
Madrid;28177;Villanueva del Pardillo;700
Madrid;28178;Villanueva de Perales;
Madrid;28179;Villar del Olmo;
Madrid;28180;Villarejo de Salvanés;400
Madrid;28181;Villaviciosa de Odón;700
Madrid;28182;Villavieja del Lozoya;
Madrid;28183;Zarzalejo;350
Madrid;28901;Lozoyuela-Navas-Sieteiglesias;
Madrid;28902;Puentes Viejas;
Madrid;28903;Tres Cantos;800
Málaga;29001;Alameda;
Málaga;29002;Alcaucín;
Málaga;29003;Alfarnate;
Málaga;29004;Alfarnatejo;
Málaga;29005;Algarrobo;400
Málaga;29006;Algatocín;
Málaga;29007;Alhaurín de la Torre;450
Málaga;29008;Alhaurín el Grande;370
Málaga;29009;Almáchar;
Málaga;29010;Almargen;
Málaga;29011;Almogía;
Málaga;29012;Álora;300
Málaga;29013;Alozaina;
Málaga;29014;Alpandeire;
Málaga;29015;Antequera;397
Málaga;29016;Árchez;
Málaga;29017;Archidona;300
Málaga;29018;Ardales;
Málaga;29019;Arenas;
Málaga;29020;Arriate;
Málaga;29021;Atajate;
Málaga;29022;Benadalid;
Málaga;29023;Benahavís;638
Málaga;29024;Benalauría;
Málaga;29025;Benalmádena;475
Málaga;29026;Benamargosa;
Málaga;29027;Benamocarra;
Málaga;29028;Benaoján;
Málaga;29029;Benarrabá;
Málaga;29030;Borge, El;
Málaga;29031;Burgo, El;
Málaga;29032;Campillos;320
Málaga;29033;Canillas de Aceituno;
Málaga;29034;Canillas de Albaida;
Málaga;29035;Cañete la Real;
Málaga;29036;Carratraca;
Málaga;29037;Cartajima;
Málaga;29038;Cártama;400
Málaga;29039;Casabermeja;
Málaga;29040;Casarabonela;
Málaga;29041;Casares;350
Málaga;29042;Coín;323
Málaga;29043;Colmenar;
Málaga;29044;Comares;
Málaga;29045;Cómpeta;
Málaga;29046;Cortes de la Frontera;
Málaga;29047;Cuevas Bajas;
Málaga;29048;Cuevas del Becerro;
Málaga;29049;Cuevas de San Marcos;
Málaga;29050;Cútar;
Málaga;29051;Estepona;430
Málaga;29052;Faraján;
Málaga;29053;Frigiliana;413
Málaga;29054;Fuengirola;469
Málaga;29055;Fuente de Piedra;
Málaga;29056;Gaucín;
Málaga;29057;Genalguacil;
Málaga;29058;Guaro;
Málaga;29059;Humilladero;
Málaga;29060;Igualeja;
Málaga;29061;Istán;
Málaga;29062;Iznate;
Málaga;29063;Jimera de Líbar;
Málaga;29064;Jubrique;
Málaga;29065;Júzcar;
Málaga;29066;Macharaviaya;
Málaga;29067;Málaga;500
Málaga;29068;Manilva;400
Málaga;29069;Marbella;550
Málaga;29070;Mijas;430
Málaga;29071;Moclinejo;
Málaga;29072;Mollina;
Málaga;29073;Monda;
Málaga;29074;Montejaque;
Málaga;29075;Nerja;425
Málaga;29076;Ojén;394
Málaga;29077;Parauta;
Málaga;29079;Periana;
Málaga;29080;Pizarra;
Málaga;29081;Pujerra;
Málaga;29082;Rincón de la Victoria;498
Málaga;29083;Riogordo;
Málaga;29084;Ronda;324
Málaga;29085;Salares;
Málaga;29086;Sayalonga;
Málaga;29087;Sedella;
Málaga;29088;Sierra de Yeguas;
Málaga;29089;Teba;
Málaga;29090;Tolox;
Málaga;29091;Torrox;350
Málaga;29092;Totalán;
Málaga;29093;Valle de Abdalajís;
Málaga;29094;Vélez-Málaga;400
Málaga;29095;Villanueva de Algaidas;
Málaga;29096;Villanueva del Rosario;
Málaga;29097;Villanueva del Trabuco;
Málaga;29098;Villanueva de Tapia;
Málaga;29099;Viñuela;
Málaga;29100;Yunquera;
Málaga;29901;Torremolinos;475
Málaga;29902;Villanueva de la Concepción;
Málaga;29903;Montecorto;
Málaga;29904;Serrato;
Murcia;30001;Abanilla;
Murcia;30002;Abarán;186
Murcia;30003;Águilas;321
Murcia;30004;Albudeite;
Murcia;30005;Alcantarilla;300
Murcia;30006;Aledo;
Murcia;30007;Alguazas;
Murcia;30008;Alhama de Murcia;300
Murcia;30009;Archena;320
Murcia;30010;Beniel;320
Murcia;30011;Blanca;242
Murcia;30012;Bullas;300
Murcia;30013;Calasparra;275
Murcia;30014;Campos del Río;
Murcia;30015;Caravaca de la Cruz;276
Murcia;30016;Cartagena;400
Murcia;30017;Cehegín;273
Murcia;30018;Ceutí;321
Murcia;30019;Cieza;250
Murcia;30020;Fortuna;300
Murcia;30021;Fuente Álamo de Murcia;320
Murcia;30022;Jumilla;300
Murcia;30023;Librilla;279
Murcia;30024;Lorca;350
Murcia;30025;Lorquí;300
Murcia;30026;Mazarrón;300
Murcia;30027;Molina de Segura;400
Murcia;30028;Moratalla;300
Murcia;30029;Mula;300
Murcia;30030;Murcia;400
Murcia;30031;Ojós;
Murcia;30032;Pliego;
Murcia;30033;Puerto Lumbreras;300
Murcia;30034;Ricote;
Murcia;30035;San Javier;350
Murcia;30036;San Pedro del Pinatar;350
Murcia;30037;Torre-Pacheco;383
Murcia;30038;Torres de Cotillas, Las;346
Murcia;30039;Totana;330
Murcia;30040;Ulea;
Murcia;30041;Unión, La;313
Murcia;30042;Villanueva del Río Segura;350
Murcia;30043;Yecla;276
Murcia;30901;Santomera;350
Murcia;30902;Alcázares, Los;375
Navarra;31001;Abáigar;
Navarra;31002;Abárzuza/Abartzuza;
Navarra;31005;Aberin;
Navarra;31006;Ablitas;
Navarra;31007;Adiós;
Navarra;31008;Aguilar de Codés;
Navarra;31009;Aibar/Oibar;
Navarra;31010;Altsasu/Alsasua;
Navarra;31011;Allín/Allin;
Navarra;31012;Allo;
Navarra;31013;Améscoa Baja;
Navarra;31014;Ancín/Antzin;
Navarra;31015;Andosilla;
Navarra;31016;Ansoáin/Antsoain;
Navarra;31017;Anue;
Navarra;31018;Añorbe;
Navarra;31019;Aoiz/Agoitz;
Navarra;31020;Araitz;
Navarra;31022;Arantza;
Navarra;31023;Aranguren;
Navarra;31024;Arano;
Navarra;31025;Arakil;
Navarra;31027;Arbizu;
Navarra;31028;Arce/Artzi;
Navarra;31029;Arcos, Los;
Navarra;31030;Arellano;
Navarra;31031;Areso;
Navarra;31032;Arguedas;
Navarra;31033;Aria;
Navarra;31034;Aribe;
Navarra;31036;Arróniz;
Navarra;31038;Artajona;
Navarra;31039;Artazu;
Navarra;31040;Atetz;
Navarra;31041;Ayegui/Aiegi;
Navarra;31042;Azagra;
Navarra;31045;Barásoain;
Navarra;31047;Bargota;
Navarra;31048;Barillas;
Navarra;31049;Basaburua;
Navarra;31050;Baztan;
Navarra;31051;Beire;
Navarra;31052;Belascoáin;
Navarra;31053;Berbinzana;
Navarra;31054;Bertizarana;
Navarra;31055;Betelu;
Navarra;31056;Biurrun-Olcoz;
Navarra;31057;Buñuel;
Navarra;31058;Auritz/Burguete;
Navarra;31059;Burgui/Burgi;
Navarra;31060;Burlada/Burlata;
Navarra;31062;Cabanillas;
Navarra;31063;Cabredo;
Navarra;31064;Cadreita;
Navarra;31065;Caparroso;
Navarra;31066;Cárcar;
Navarra;31067;Carcastillo;
Navarra;31068;Cascante;
Navarra;31069;Cáseda;
Navarra;31070;Castejón;
Navarra;31072;Cintruénigo;
Navarra;31073;Ziordia;
Navarra;31074;Cirauqui/Zirauki;
Navarra;31076;Cizur;
Navarra;31077;Corella;
Navarra;31078;Cortes;
Navarra;31079;Desojo;
Navarra;31080;Dicastillo;
Navarra;31081;Donamaria;
Navarra;31082;Etxalar;
Navarra;31083;Echarri/Etxarri;
Navarra;31084;Etxarri Aranatz;
Navarra;31085;Etxauri;
Navarra;31086;Valle de Egüés/Eguesibar;
Navarra;31087;Elgorriaga;
Navarra;31088;Noáin (Valle de Elorz)/Noain (Elortzibar);
Navarra;31089;Enériz/Eneritz;
Navarra;31090;Eratsun;
Navarra;31091;Ergoiena;
Navarra;31092;Erro;
Navarra;31093;Ezcároz/Ezkaroze;
Navarra;31095;Esparza de Salazar/Espartza Zaraitzu;
Navarra;31097;Estella-Lizarra;
Navarra;31098;Esteribar;
Navarra;31100;Eulate;
Navarra;31101;Ezcabarte;
Navarra;31102;Ezkurra;
Navarra;31104;Falces;
Navarra;31105;Fitero;
Navarra;31106;Fontellas;
Navarra;31107;Funes;
Navarra;31108;Fustiñana;
Navarra;31109;Galar;
Navarra;31110;Gallipienzo/Galipentzu;
Navarra;31111;Gallués/Galoze;
Navarra;31112;Garaioa;
Navarra;31113;Garde;
Navarra;31114;Garínoain;
Navarra;31116;Genevilla;
Navarra;31117;Goizueta;
Navarra;31118;Goñi;
Navarra;31120;Guesálaz/Gesalatz;
Navarra;31121;Guirguillano;
Navarra;31122;Huarte/Uharte;
Navarra;31123;Uharte Arakil;
Navarra;31124;Ibargoiti;
Navarra;31125;Igúzquiza;
Navarra;31126;Imotz;
Navarra;31127;Irañeta;
Navarra;31128;Isaba/Izaba;
Navarra;31129;Ituren;
Navarra;31130;Iturmendi;
Navarra;31131;Iza/Itza;
Navarra;31132;Izagaondoa;
Navarra;31133;Izalzu/Itzaltzu;
Navarra;31134;Jaurrieta;
Navarra;31136;Juslapeña/Txulapain;
Navarra;31137;Beintza-Labaien;
Navarra;31138;Lakuntza;
Navarra;31139;Lana;
Navarra;31140;Lantz;
Navarra;31142;Larraga;
Navarra;31144;Larraun;
Navarra;31145;Lazagurría;
Navarra;31147;Legarda;
Navarra;31149;Leitza;
Navarra;31150;Leoz/Leotz;
Navarra;31152;Lerín;
Navarra;31153;Lesaka;
Navarra;31154;Lezaun;
Navarra;31155;Liédena;
Navarra;31156;Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;
Navarra;31157;Lodosa;
Navarra;31158;Lónguida/Longida;
Navarra;31159;Lumbier;
Navarra;31161;Mañeru;
Navarra;31163;Marcilla;
Navarra;31164;Mélida;
Navarra;31165;Mendavia;
Navarra;31166;Mendaza;
Navarra;31167;Mendigorria;
Navarra;31168;Metauten;
Navarra;31169;Milagro;
Navarra;31171;Miranda de Arga;
Navarra;31172;Monreal/Elo;
Navarra;31173;Monteagudo;
Navarra;31174;Morentin;
Navarra;31175;Mues;
Navarra;31176;Murchante;
Navarra;31177;Murieta;
Navarra;31178;Murillo el Cuende;
Navarra;31179;Murillo el Fruto;
Navarra;31180;Muruzábal;
Navarra;31181;Navascués/Nabaskoze;
Navarra;31182;Nazar;
Navarra;31183;Obanos;
Navarra;31184;Oco;
Navarra;31185;Ochagavía/Otsagabia;
Navarra;31186;Odieta;
Navarra;31187;Oiz;
Navarra;31188;Olaibar;
Navarra;31189;Olazti/Olazagutía;
Navarra;31191;Olite/Erriberri;
Navarra;31192;Olóriz/Oloritz;
Navarra;31193;Cendea de Olza/Oltza Zendea;
Navarra;31194;Valle de Ollo/Ollaran;
Navarra;31195;Orbaizeta;
Navarra;31198;Oronz/Orontze;
Navarra;31199;Oroz-Betelu/Orotz-Betelu;
Navarra;31200;Oteiza;
Navarra;31201;Pamplona/Iruña;
Navarra;31202;Peralta/Azkoien;
Navarra;31204;Piedramillera;
Navarra;31205;Pitillas;
Navarra;31206;Puente la Reina/Gares;
Navarra;31207;Pueyo/Puiu;
Navarra;31208;Ribaforada;
Navarra;31209;Romanzado/Erromantzatua;
Navarra;31210;Roncal/Erronkari;
Navarra;31212;Sada;
Navarra;31213;Saldías;
Navarra;31215;San Adrián;
Navarra;31216;Sangüesa/Zangoza;
Navarra;31217;San Martín de Unx;
Navarra;31220;Santacara;
Navarra;31221;Doneztebe/Santesteban;
Navarra;31223;Sartaguda;
Navarra;31224;Sesma;
Navarra;31225;Sorlada;
Navarra;31226;Sunbilla;
Navarra;31227;Tafalla;
Navarra;31228;Tiebas-Muruarte de Reta;
Navarra;31229;Tirapu;
Navarra;31231;Torres del Río;
Navarra;31232;Tudela;
Navarra;31233;Tulebras;
Navarra;31234;Ucar;
Navarra;31235;Ujué/Uxue;
Navarra;31236;Ultzama;
Navarra;31237;Unciti;
Navarra;31238;Unzué/Untzue;
Navarra;31239;Urdazubi/Urdax;
Navarra;31240;Urdiain;
Navarra;31241;Urraul Alto;
Navarra;31242;Urraul Bajo;
Navarra;31243;Urroz-Villa;
Navarra;31244;Urroz;
Navarra;31246;Uterga;
Navarra;31247;Uztárroz/Uztarroze;
Navarra;31248;Luzaide/Valcarlos;
Navarra;31249;Valtierra;
Navarra;31250;Bera;
Navarra;31251;Viana;
Navarra;31253;Bidaurreta;
Navarra;31254;Villafranca;
Navarra;31255;Villamayor de Monjardín;
Navarra;31256;Hiriberri/Villanueva de Aezkoa;
Navarra;31257;Villatuerta;
Navarra;31258;Villava/Atarrabia;
Navarra;31259;Igantzi;
Navarra;31260;Valle de Yerri/Deierri;
Navarra;31261;Yesa;
Navarra;31262;Zabalza/Zabaltza;
Navarra;31263;Zubieta;
Navarra;31264;Zugarramurdi;
Navarra;31265;Zúñiga;
Navarra;31901;Barañáin/Barañain;
Navarra;31902;Berrioplano/Berriobeiti;
Navarra;31903;Berriozar;
Navarra;31904;Irurtzun;
Navarra;31905;Beriáin;
Navarra;31906;Orkoien;
Navarra;31907;Zizur Mayor/Zizur Nagusia;
Navarra;31908;Lekunberri;
Ourense;32001;Allariz;300
Ourense;32002;Amoeiro;
Ourense;32003;Arnoia, A;
Ourense;32004;Avión;
Ourense;32005;Baltar;
Ourense;32006;Bande;
Ourense;32007;Baños de Molgas;
Ourense;32008;Barbadás;330
Ourense;32009;Barco de Valdeorras, O;283
Ourense;32010;Beade;
Ourense;32011;Beariz;
Ourense;32012;Blancos, Os;
Ourense;32013;Boborás;
Ourense;32014;Bola, A;
Ourense;32015;Bolo, O;
Ourense;32016;Calvos de Randín;
Ourense;32017;Carballeda de Valdeorras;160
Ourense;32018;Carballeda de Avia;
Ourense;32019;Carballiño, O;240
Ourense;32020;Cartelle;
Ourense;32021;Castrelo do Val;
Ourense;32022;Castrelo de Miño;
Ourense;32023;Castro Caldelas;
Ourense;32024;Celanova;240
Ourense;32025;Cenlle;
Ourense;32026;Coles;
Ourense;32027;Cortegada;
Ourense;32028;Cualedro;
Ourense;32029;Chandrexa de Queixa;
Ourense;32030;Entrimo;
Ourense;32031;Esgos;
Ourense;32032;Xinzo de Limia;240
Ourense;32033;Gomesende;
Ourense;32034;Gudiña, A;
Ourense;32035;Irixo, O;
Ourense;32036;Xunqueira de Ambía;
Ourense;32037;Xunqueira de Espadanedo;
Ourense;32038;Larouco;
Ourense;32039;Laza;
Ourense;32040;Leiro;
Ourense;32041;Lobeira;
Ourense;32042;Lobios;
Ourense;32043;Maceda;171
Ourense;32044;Manzaneda;
Ourense;32045;Maside;
Ourense;32046;Melón;
Ourense;32047;Merca, A;
Ourense;32048;Mezquita, A;
Ourense;32049;Montederramo;
Ourense;32050;Monterrei;
Ourense;32051;Muíños;
Ourense;32052;Nogueira de Ramuín;
Ourense;32053;Oímbra;
Ourense;32054;Ourense;330
Ourense;32055;Paderne de Allariz;
Ourense;32056;Padrenda;
Ourense;32057;Parada de Sil;
Ourense;32058;Pereiro de Aguiar, O;300
Ourense;32059;Peroxa, A;
Ourense;32060;Petín;
Ourense;32061;Piñor;
Ourense;32062;Porqueira;
Ourense;32063;Pobra de Trives, A;240
Ourense;32064;Pontedeva;
Ourense;32065;Punxín;
Ourense;32066;Quintela de Leirado;
Ourense;32067;Rairiz de Veiga;
Ourense;32068;Ramirás;
Ourense;32069;Ribadavia;225
Ourense;32070;San Xoán de Río;
Ourense;32071;Riós;
Ourense;32072;Rúa, A;217
Ourense;32073;Rubiá;
Ourense;32074;San Amaro;
Ourense;32075;San Cibrao das Viñas;363
Ourense;32076;San Cristovo de Cea;
Ourense;32077;Sandiás;
Ourense;32078;Sarreaus;
Ourense;32079;Taboadela;
Ourense;32080;Teixeira, A;
Ourense;32081;Toén;
Ourense;32082;Trasmiras;
Ourense;32083;Veiga, A;
Ourense;32084;Verea;
Ourense;32085;Verín;241
Ourense;32086;Viana do Bolo;180
Ourense;32087;Vilamarín;
Ourense;32088;Vilamartín de Valdeorras;
Ourense;32089;Vilar de Barrio;
Ourense;32090;Vilar de Santos;
Ourense;32091;Vilardevós;
Ourense;32092;Vilariño de Conso;
Asturias;33001;Allande;349
Asturias;33002;Aller;210
Asturias;33003;Amieva;
Asturias;33004;Avilés;380
Asturias;33005;Belmonte de Miranda;
Asturias;33006;Bimenes;
Asturias;33007;Boal;
Asturias;33008;Cabrales;287
Asturias;33009;Cabranes;
Asturias;33010;Candamo;
Asturias;33011;Cangas del Narcea;300
Asturias;33012;Cangas de Onís;323
Asturias;33013;Caravia;
Asturias;33014;Carreño;350
Asturias;33015;Caso;
Asturias;33016;Castrillón;400
Asturias;33017;Castropol;225
Asturias;33018;Coaña;350
Asturias;33019;Colunga;300
Asturias;33020;Corvera de Asturias;305
Asturias;33021;Cudillero;253
Asturias;33022;Degaña;
Asturias;33023;Franco, El;260
Asturias;33024;Gijón;430
Asturias;33025;Gozón;339
Asturias;33026;Grado;273
Asturias;33027;Grandas de Salime;
Asturias;33028;Ibias;
Asturias;33029;Illano;
Asturias;33030;Illas;
Asturias;33031;Langreo;276
Asturias;33032;Laviana;271
Asturias;33033;Lena;263
Asturias;33034;Valdés;274
Asturias;33035;Llanera;359
Asturias;33036;Llanes;350
Asturias;33037;Mieres;300
Asturias;33038;Morcín;200
Asturias;33039;Muros de Nalón;310
Asturias;33040;Nava;299
Asturias;33041;Navia;350
Asturias;33042;Noreña;325
Asturias;33043;Onís;
Asturias;33044;Oviedo;406
Asturias;33045;Parres;315
Asturias;33046;Peñamellera Alta;
Asturias;33047;Peñamellera Baja;
Asturias;33048;Pesoz;
Asturias;33049;Piloña;279
Asturias;33050;Ponga;
Asturias;33051;Pravia;274
Asturias;33052;Proaza;
Asturias;33053;Quirós;
Asturias;33054;Regueras, Las;
Asturias;33055;Ribadedeva;300
Asturias;33056;Ribadesella;350
Asturias;33057;Ribera de Arriba;
Asturias;33058;Riosa;
Asturias;33059;Salas;250
Asturias;33060;San Martín del Rey Aurelio;211
Asturias;33061;San Martín de Oscos;
Asturias;33062;Santa Eulalia de Oscos;
Asturias;33063;San Tirso de Abres;
Asturias;33064;Santo Adriano;
Asturias;33065;Sariego;
Asturias;33066;Siero;360
Asturias;33067;Sobrescobio;
Asturias;33068;Somiedo;
Asturias;33069;Soto del Barco;328
Asturias;33070;Tapia de Casariego;270
Asturias;33071;Taramundi;
Asturias;33072;Teverga;
Asturias;33073;Tineo;233
Asturias;33074;Vegadeo;250
Asturias;33075;Villanueva de Oscos;
Asturias;33076;Villaviciosa;350
Asturias;33077;Villayón;
Asturias;33078;Yernes y Tameza;
Palencia;34001;Abarca de Campos;
Palencia;34003;Abia de las Torres;
Palencia;34004;Aguilar de Campoo;321
Palencia;34005;Alar del Rey;
Palencia;34006;Alba de Cerrato;
Palencia;34009;Amayuelas de Arriba;
Palencia;34010;Ampudia;
Palencia;34011;Amusco;
Palencia;34012;Antigüedad;
Palencia;34015;Arconada;
Palencia;34017;Astudillo;
Palencia;34018;Autilla del Pino;
Palencia;34019;Autillo de Campos;
Palencia;34020;Ayuela;
Palencia;34022;Baltanás;
Palencia;34023;Venta de Baños;262
Palencia;34024;Baquerín de Campos;
Palencia;34025;Bárcena de Campos;
Palencia;34027;Barruelo de Santullán;
Palencia;34028;Báscones de Ojeda;
Palencia;34029;Becerril de Campos;
Palencia;34031;Belmonte de Campos;
Palencia;34032;Berzosilla;
Palencia;34033;Boada de Campos;
Palencia;34034;Boadilla del Camino;
Palencia;34035;Boadilla de Rioseco;
Palencia;34036;Brañosera;
Palencia;34037;Buenavista de Valdavia;
Palencia;34038;Bustillo de la Vega;
Palencia;34039;Bustillo del Páramo de Carrión;
Palencia;34041;Calahorra de Boedo;
Palencia;34042;Calzada de los Molinos;
Palencia;34045;Capillas;
